gene_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,p_adj_FDR,nlog10p.adj,nlog10p.FDR,TE_class,TE_family,deg,nlog10p.adj_max,deglabs
STMN1,2.07E-43,-0.634620704,0.465,0.649,6.71E-39,2.40E-43,38.17311386,42.61911095,NA,NA,DOWN,38.17311386,NA
STMN4,6.93E-25,-0.259108068,0.095,0.19,2.25E-20,7.60E-25,19.64767204,24.11898051,NA,NA,NO,19.64767204,NA
STMP1,4.24E-175,-0.568677983,0.218,0.605,1.38E-170,3.36E-174,169.8607858,173.4740983,NA,NA,DOWN,169.8607858,NA
STOM,3.90E-64,-0.263021929,0.019,0.159,1.27E-59,5.10E-64,58.89710783,63.29220856,NA,NA,NO,58.89710783,NA
STOML2,3.93E-110,-0.356302633,0.144,0.43,1.28E-105,1.02E-109,104.8936525,108.9919827,NA,NA,NO,104.8936525,NA
STRAP,5.68E-127,-0.418334656,0.139,0.441,1.85E-122,1.96E-126,121.733498,125.707324,NA,NA,NO,121.733498,NA
STUB1,1.78E-79,-0.274625271,0.146,0.382,5.79E-75,2.62E-79,74.2375894,78.58137295,NA,NA,NO,74.2375894,NA
SUB1,1.09E-163,-0.712066443,0.432,0.779,3.56E-159,7.30E-163,158.4487917,162.1369474,NA,NA,DOWN,158.4487917,NA
SUCLG1,9.24E-105,-0.345596759,0.123,0.39,3.00E-100,2.17E-104,99.52221791,103.6639517,NA,NA,NO,99.52221791,NA
SUMO1,5.76E-137,-0.462569,0.281,0.642,1.87E-132,2.31E-136,131.727707,135.6360314,NA,NA,NO,131.727707,NA
SUMO2,1.60E-264,-0.848103788,0.503,0.872,5.21E-260,5.12E-263,259.2832504,262.2905001,NA,NA,DOWN,259.2832504,NA
SUMO3,6.50E-113,-0.360572286,0.1,0.367,2.11E-108,1.79E-112,107.6754614,111.7468917,NA,NA,NO,107.6754614,NA
SUPT4H1,1.50E-97,-0.310628661,0.155,0.427,4.86E-93,3.08E-97,92.31337406,96.51199195,NA,NA,NO,92.31337406,NA
SVA-A,0.875100222,0.290331884,0.335,0.409,1,0.875100222,0,0.057942206,Retroposon,SVA,NO,0,NA
SVA-B,7.34E-05,0.337586286,0.513,0.608,1,7.73E-05,0,4.111677763,Retroposon,SVA,NO,0,NA
SVA-C,1.36E-05,0.413199482,0.434,0.499,0.441956396,1.44E-05,0.354620577,4.841664114,Retroposon,SVA,NO,0.354620577,NA
SVA-D,2.12E-88,0.616077774,0.831,0.866,6.90E-84,3.68E-88,83.16134234,87.43402135,Retroposon,SVA,UP,83.16134234,SVA-D
SVA-E,2.06E-12,0.488409455,0.422,0.432,6.70E-08,2.22E-12,7.174049825,11.65411012,Retroposon,SVA,NO,7.174049825,NA
SVA-F,2.51E-21,0.689339096,0.571,0.631,8.14E-17,2.73E-21,16.08929077,20.56307857,Retroposon,SVA,UP,16.08929077,SVA-F
SYPL1,9.51E-80,-0.289432614,0.117,0.339,3.09E-75,1.41E-79,74.50977742,78.85058633,NA,NA,NO,74.50977742,NA
TAGLN,4.25E-32,-0.644563359,0.04,0.128,1.38E-27,4.76E-32,26.85928204,31.3225039,NA,NA,DOWN,26.85928204,NA
TAGLN2,6.38E-140,-0.594013705,0.135,0.45,2.07E-135,2.69E-139,134.6834355,138.5700148,NA,NA,DOWN,134.6834355,NA
TALDO1,7.13E-148,-0.513400315,0.15,0.483,2.32E-143,3.59E-147,142.6352142,146.4453642,NA,NA,DOWN,142.6352142,NA
TAX1BP1,6.93E-102,-0.38795907,0.331,0.656,2.25E-97,1.54E-101,96.64735303,100.8120707,NA,NA,NO,96.64735303,NA
TAX1BP3,8.96E-76,-0.257866582,0.061,0.249,2.91E-71,1.27E-75,70.53600989,74.8954421,NA,NA,NO,70.53600989,NA
TBCA,3.30E-192,-0.687924515,0.446,0.815,1.07E-187,3.63E-191,186.9692447,190.4400003,NA,NA,DOWN,186.9692447,NA
TBCB,2.42E-171,-0.690418045,0.271,0.641,7.85E-167,1.82E-170,166.1049171,169.7396086,NA,NA,DOWN,166.1049171,NA
TCEA1,6.50E-79,-0.286023324,0.302,0.607,2.11E-74,9.50E-79,73.67539776,78.0221357,NA,NA,NO,73.67539776,NA
TCEAL3,3.22E-86,-0.286124606,0.117,0.357,1.05E-81,5.37E-86,80.98027103,85.26964751,NA,NA,NO,80.98027103,NA
TCEAL4,1.92E-103,-0.373347259,0.277,0.607,6.24E-99,4.40E-103,98.20502869,102.3566796,NA,NA,NO,98.20502869,NA
TCEAL7,1.53E-64,-0.264586174,0.084,0.266,4.96E-60,2.00E-64,59.30447766,63.69858948,NA,NA,NO,59.30447766,NA
TCEAL8,4.67E-97,-0.305651391,0.166,0.444,1.52E-92,9.49E-97,91.81857951,96.02285436,NA,NA,NO,91.81857951,NA
TCEAL9,2.20E-117,-0.495008674,0.254,0.578,7.15E-113,6.55E-117,112.1459134,116.1834479,NA,NA,NO,112.1459134,NA
TCF4,3.94E-05,0.278404829,0.566,0.656,1,4.16E-05,0,4.38074482,NA,NA,NO,0,NA
TCIM,3.63E-60,-0.562254209,0.108,0.286,1.18E-55,4.63E-60,54.92810529,59.33425902,NA,NA,DOWN,54.92810529,NA
TECR,2.09E-120,-0.471327207,0.222,0.545,6.80E-116,6.51E-120,115.1675353,119.1866842,NA,NA,NO,115.1675353,NA
TGFBI,1.11E-50,-0.433055187,0.015,0.126,3.61E-46,1.34E-50,45.44200767,49.8737155,NA,NA,NO,45.44200767,NA
TGIF1,4.32E-66,-0.252524435,0.041,0.199,1.40E-61,5.72E-66,60.85239539,65.24252892,NA,NA,NO,60.85239539,NA
THE1A,0.247142682,0.304201393,0.263,0.298,1,0.252856117,0,0.597126536,LTR,ERVL-MaLR,NO,0,NA
THE1B,5.59E-25,0.437861941,0.593,0.654,1.82E-20,6.14E-25,19.74051371,24.21154583,LTR,ERVL-MaLR,NO,19.74051371,NA
THE1B-int,0.082237724,0.354021823,0.291,0.329,1,0.084741678,0,1.071902938,LTR,ERVL-MaLR,NO,0,NA
THE1C,0.803790811,0.267971374,0.311,0.382,1,0.806126054,0,0.093597042,LTR,ERVL-MaLR,NO,0,NA
THE1D,0.526322038,0.292241022,0.414,0.526,1,0.531868757,0,0.27419552,LTR,ERVL-MaLR,NO,0,NA
THG1L,1.61E-63,-0.612651718,0.074,0.238,5.23E-59,2.09E-63,58.28120591,62.67958682,NA,NA,DOWN,58.28120591,NA
THOC7,2.39E-87,-0.27639243,0.112,0.345,7.78E-83,4.09E-87,82.10919607,86.38837338,NA,NA,NO,82.10919607,NA
THRAP3,1.31E-80,-0.267163185,0.2,0.468,4.26E-76,1.97E-80,75.37052418,79.705322,NA,NA,NO,75.37052418,NA
THUMPD3-AS1,0.00050356,0.385646025,0.307,0.33,1,0.000526754,0,3.278392016,NA,NA,NO,0,NA
Tigger1,1.92E-139,0.559306012,0.94,0.948,6.24E-135,8.03E-139,134.204482,138.095288,DNA,TcMar-Tigger,UP,134.204482,NA
Tigger15a,0.007046309,0.37199281,0.308,0.346,1,0.007335301,0,2.134582039,DNA,TcMar-Tigger,NO,0,NA
Tigger18a,0.069880147,0.318158589,0.259,0.28,1,0.072050856,0,1.142360852,DNA,TcMar-Tigger,NO,0,NA
Tigger2,8.99E-25,0.413281466,0.623,0.697,2.92E-20,9.86E-25,19.53437791,24.00596256,DNA,TcMar-Tigger,NO,19.53437791,NA
Tigger2a,0.282751192,0.295855112,0.235,0.288,1,0.288603523,0,0.539698371,DNA,TcMar-Tigger,NO,0,NA
Tigger3b,4.46E-122,0.552450464,0.873,0.903,1.45E-117,1.43E-121,116.8388197,120.8436499,DNA,TcMar-Tigger,UP,116.8388197,NA
Tigger4a,5.24E-10,0.417390679,0.458,0.505,1.70E-05,5.59E-10,4.769101874,9.252399162,DNA,TcMar-Tigger,NO,4.769101874,NA
Tigger4b,0.81251638,0.277532409,0.327,0.408,1,0.814403759,0,0.089160231,DNA,TcMar-Tigger,NO,0,NA
TIMM10,5.00E-76,-0.257636137,0.084,0.284,1.63E-71,7.12E-76,70.78889184,75.14725039,NA,NA,NO,70.78889184,NA
TIMM13,1.93E-172,-0.610721435,0.224,0.601,6.28E-168,1.48E-171,167.2018065,170.8307709,NA,NA,DOWN,167.2018065,NA
TIMM17A,3.67E-88,-0.258533173,0.085,0.311,1.19E-83,6.32E-88,82.92380469,87.1990947,NA,NA,NO,82.92380469,NA
TIMM8B,3.76E-141,-0.48397593,0.249,0.612,1.22E-136,1.63E-140,135.9124326,139.7882614,NA,NA,NO,135.9124326,NA
TIMM9,3.42E-83,-0.285597496,0.097,0.314,1.11E-78,5.42E-83,77.95377974,82.26566355,NA,NA,NO,77.95377974,NA
TIMMDC1,6.63E-89,-0.293580299,0.091,0.316,2.15E-84,1.16E-88,83.66670694,87.93367436,NA,NA,NO,83.66670694,NA
TIMP1,2.36E-119,-0.833545303,0.336,0.638,7.66E-115,7.20E-119,114.1155781,118.1424825,NA,NA,DOWN,114.1155781,NA
TIMP3,1.09E-51,-0.37943922,0.073,0.22,3.55E-47,1.33E-51,46.44971547,50.8777763,NA,NA,NO,46.44971547,NA
TIMP4,4.14E-73,-0.407396619,0.036,0.202,1.35E-68,5.73E-73,67.87095557,72.24167795,NA,NA,NO,67.87095557,NA
TKT,3.81E-86,-0.310792296,0.179,0.44,1.24E-81,6.34E-86,80.90665507,85.19770836,NA,NA,NO,80.90665507,NA
TMA7,3.04E-130,-0.479775719,0.609,0.905,9.88E-126,1.10E-129,125.0050498,128.9593336,NA,NA,NO,125.0050498,NA
TMBIM4,1.09E-116,-0.444365542,0.203,0.512,3.54E-112,3.19E-116,111.4515964,115.4958297,NA,NA,NO,111.4515964,NA
TMBIM6,2.70E-151,-0.55220238,0.407,0.77,8.78E-147,1.46E-150,146.0566465,149.8352891,NA,NA,DOWN,146.0566465,NA
TMCO1,1.08E-97,-0.281448109,0.249,0.566,3.52E-93,2.23E-97,92.45390723,96.65096944,NA,NA,NO,92.45390723,NA
TMED10,6.63E-145,-0.490217914,0.215,0.572,2.16E-140,3.11E-144,139.6663949,143.5070986,NA,NA,NO,139.6663949,NA
TMED2,2.63E-144,-0.48785792,0.165,0.499,8.54E-140,1.21E-143,139.0684396,142.9173268,NA,NA,NO,139.0684396,NA
TMED9,3.37E-118,-0.391447605,0.254,0.594,1.09E-113,1.02E-117,112.9607951,116.9930471,NA,NA,NO,112.9607951,NA
TMEM106C,5.43E-65,-0.255509049,0.059,0.226,1.77E-60,7.13E-65,59.75317614,64.14662743,NA,NA,NO,59.75317614,NA
TMEM126A,1.59E-101,-0.324834227,0.082,0.323,5.17E-97,3.50E-101,96.286559,100.455731,NA,NA,NO,96.286559,NA
TMEM147,2.95E-154,-0.599188224,0.253,0.603,9.58E-150,1.68E-153,149.0187212,152.773584,NA,NA,DOWN,149.0187212,NA
TMEM14A,1.19E-81,-0.267677163,0.093,0.309,3.86E-77,1.82E-81,76.41377852,80.73978697,NA,NA,NO,76.41377852,NA
TMEM14B,2.22E-143,-0.459061057,0.138,0.462,7.21E-139,1.00E-142,138.1419565,142.0000112,NA,NA,NO,138.1419565,NA
TMEM14C,2.19E-163,-0.521975234,0.129,0.474,7.12E-159,1.45E-162,158.147392,161.8388884,NA,NA,DOWN,158.147392,NA
TMEM158,9.19E-48,-0.382647743,0.087,0.233,2.99E-43,1.09E-47,42.52469687,46.96211721,NA,NA,NO,42.52469687,NA
TMEM167A,4.57E-95,-0.303109415,0.197,0.485,1.49E-90,8.95E-95,89.8279751,94.04829962,NA,NA,NO,89.8279751,NA
TMEM176B,5.83E-57,-0.329436994,0.035,0.173,1.90E-52,7.31E-57,51.72219303,56.13598291,NA,NA,NO,51.72219303,NA
TMEM179B,7.03E-89,-0.262195772,0.079,0.3,2.28E-84,1.23E-88,83.64126024,87.90866969,NA,NA,NO,83.64126024,NA
TMEM205,1.53E-125,-0.431966669,0.127,0.426,4.97E-121,5.17E-125,120.30327,124.2865469,NA,NA,NO,120.30327,NA
TMEM208,1.55E-96,-0.298414635,0.193,0.482,5.04E-92,3.12E-96,91.29759831,95.50594153,NA,NA,NO,91.29759831,NA
TMEM219,6.00E-107,-0.356638979,0.126,0.396,1.95E-102,1.46E-106,101.7099328,105.835435,NA,NA,NO,101.7099328,NA
TMEM230,1.26E-174,-0.607893273,0.177,0.545,4.09E-170,9.91E-174,169.3887445,173.0040445,NA,NA,DOWN,169.3887445,NA
TMEM256,1.11E-95,-0.363882608,0.142,0.396,3.61E-91,2.20E-95,90.44198507,94.65685916,NA,NA,NO,90.44198507,NA
TMEM258,5.85E-111,-0.451521732,0.399,0.736,1.90E-106,1.55E-110,105.7206985,109.8104676,NA,NA,NO,105.7206985,NA
TMEM45A,3.08E-65,-0.267315758,0.062,0.232,1.00E-60,4.06E-65,59.99940621,64.39186484,NA,NA,NO,59.99940621,NA
TMEM50A,3.50E-128,-0.402311832,0.186,0.516,1.14E-123,1.22E-127,122.9443772,126.91208,NA,NA,NO,122.9443772,NA
TMEM59,5.56E-155,-0.55661082,0.293,0.663,1.81E-150,3.23E-154,149.7428095,153.4904219,NA,NA,DOWN,149.7428095,NA
TMEM70,4.98E-75,-0.278433599,0.056,0.24,1.62E-70,7.03E-75,69.79048657,74.15312392,NA,NA,NO,69.79048657,NA
TMEM9B,7.51E-116,-0.403428844,0.116,0.394,2.44E-111,2.17E-115,110.6124552,114.6632855,NA,NA,NO,110.6124552,NA
TMSB10,0,-1.157696596,0.836,0.973,0,0,Inf,Inf,NA,NA,DOWN,320,NA
TMSB15A,2.53E-21,-0.282452875,0.106,0.194,8.22E-17,2.76E-21,16.08532296,20.55938537,NA,NA,NO,16.08532296,NA
TMSB4X,0,-1.801392139,0.906,0.995,0,0,Inf,Inf,NA,NA,DOWN,320,NA
TMX1,2.07E-90,-0.273295811,0.085,0.313,6.74E-86,3.74E-90,85.17132723,89.42754868,NA,NA,NO,85.17132723,NA
TNC,3.02E-43,-0.384602077,0.14,0.298,9.81E-39,3.51E-43,38.00841589,42.45499828,NA,NA,NO,38.00841589,NA
TNFRSF12A,7.65E-85,-0.56132648,0.064,0.264,2.49E-80,1.25E-84,79.60448532,83.90341624,NA,NA,DOWN,79.60448532,NA
TNFRSF1A,5.79E-99,-0.356415341,0.057,0.283,1.88E-94,1.23E-98,93.72552588,97.90993784,NA,NA,NO,93.72552588,NA
TNFSF13B,1.71E-44,-0.255904912,0.015,0.115,5.54E-40,2.00E-44,39.25629846,43.69965187,NA,NA,NO,39.25629846,NA
TNR,7.56E-14,0.43355887,0.199,0.151,2.46E-09,8.17E-14,8.60945287,13.08788558,NA,NA,NO,8.60945287,NA
TOMM20,5.98E-82,-0.27896949,0.232,0.505,1.94E-77,9.24E-82,76.7115603,81.0344694,NA,NA,NO,76.7115603,NA
TOMM22,4.09E-134,-0.41734614,0.137,0.451,1.33E-129,1.57E-133,128.8762006,132.8033029,NA,NA,NO,128.8762006,NA
TOMM5,1.02E-131,-0.451385472,0.274,0.632,3.32E-127,3.78E-131,126.478722,130.4228948,NA,NA,NO,126.478722,NA
TOMM6,1.04E-132,-0.480456088,0.31,0.66,3.38E-128,3.90E-132,127.4714393,131.4090531,NA,NA,NO,127.4714393,NA
TOMM7,2.27E-225,-0.768063627,0.557,0.901,7.38E-221,3.80E-224,220.1319606,223.4196538,NA,NA,DOWN,220.1319606,NA
TOP2A,2.67E-31,-0.549549703,0.061,0.157,8.69E-27,2.98E-31,26.06091611,30.52582346,NA,NA,DOWN,26.06091611,NA
TPD52,1.99E-71,-0.285014246,0.105,0.304,6.48E-67,2.73E-71,66.18830549,70.56387651,NA,NA,NO,66.18830549,NA
TPI1,1.56E-304,-1.180833686,0.511,0.869,5.07E-300,7.92E-303,299.2951597,302.1014945,NA,NA,DOWN,299.2951597,NA
TPM3,1.75E-156,-0.571853883,0.203,0.562,5.68E-152,1.05E-155,151.2459454,154.9801938,NA,NA,DOWN,151.2459454,NA
TPM4,5.48E-151,-0.659567469,0.18,0.521,1.78E-146,2.94E-150,145.7490092,149.531721,NA,NA,DOWN,145.7490092,NA
TPPP3,9.19E-32,-0.442848697,0.139,0.264,2.99E-27,1.03E-31,26.52489848,30.98868289,NA,NA,NO,26.52489848,NA
TPRKB,1.92E-97,-0.329330575,0.108,0.356,6.25E-93,3.94E-97,92.20381184,96.40397986,NA,NA,NO,92.20381184,NA
TPST1,4.99E-71,-0.300842243,0.066,0.249,1.62E-66,6.79E-71,65.79020371,70.16783626,NA,NA,NO,65.79020371,NA
TPT1,6.41E-257,-0.988694734,0.701,0.965,2.08E-252,1.81E-255,251.6811898,254.7413756,NA,NA,DOWN,251.6811898,NA
TRAM1,1.66E-100,-0.314178794,0.12,0.381,5.40E-96,3.59E-100,95.26792842,99.44478725,NA,NA,NO,95.26792842,NA
TRAPPC1,1.21E-119,-0.412222808,0.221,0.54,3.93E-115,3.71E-119,114.4061078,118.4307001,NA,NA,NO,114.4061078,NA
TRAPPC3,4.33E-103,-0.32326047,0.11,0.368,1.41E-98,9.81E-103,97.85199622,102.0082368,NA,NA,NO,97.85199622,NA
TRAPPC5,5.68E-109,-0.410442396,0.221,0.525,1.85E-104,1.44E-108,103.733623,107.8428997,NA,NA,NO,103.733623,NA
TRIAP1,1.73E-84,-0.263106594,0.074,0.284,5.61E-80,2.79E-84,79.25078107,83.5546147,NA,NA,NO,79.25078107,NA
TRIP6,4.29E-85,-0.33313792,0.05,0.245,1.39E-80,7.04E-85,79.85558634,84.15245801,NA,NA,NO,79.85558634,NA
TRIR,1.42E-81,-0.338856077,0.364,0.655,4.62E-77,2.17E-81,76.33560875,80.66315862,NA,NA,NO,76.33560875,NA
TRMT112,9.28E-128,-0.474491312,0.322,0.675,3.02E-123,3.23E-127,122.5205533,126.490891,NA,NA,NO,122.5205533,NA
TSC22D1,7.14E-38,-0.271046863,0.266,0.45,2.32E-33,8.11E-38,32.63469659,37.09082429,NA,NA,NO,32.63469659,NA
TSC22D4,3.46E-41,-0.470416739,0.315,0.497,1.12E-36,3.99E-41,35.9489339,40.39901163,NA,NA,NO,35.9489339,NA
TSPAN3,2.53E-87,-0.333772258,0.197,0.472,8.21E-83,4.31E-87,82.08559898,86.36520606,NA,NA,NO,82.08559898,NA
TSPO,7.34E-138,-0.604768854,0.143,0.458,2.39E-133,3.00E-137,132.6223346,136.5235308,NA,NA,DOWN,132.6223346,NA
TSTD1,6.20E-71,-0.251656862,0.117,0.321,2.01E-66,8.43E-71,65.69572824,70.07438789,NA,NA,NO,65.69572824,NA
TTC1,1.13E-89,-0.273491091,0.111,0.353,3.68E-85,2.01E-89,84.43474066,88.69592037,NA,NA,NO,84.43474066,NA
TTYH1,7.25E-37,-0.303153658,0.19,0.347,2.36E-32,8.22E-37,31.62789785,36.084883,NA,NA,NO,31.62789785,NA
TUBA1A,2.52E-66,-0.693734327,0.726,0.856,8.18E-62,3.34E-66,61.08712303,65.47625626,NA,NA,DOWN,61.08712303,NA
TUBA1B,6.79E-202,-1.2702204,0.591,0.866,2.21E-197,8.55E-201,196.656258,200.0678345,NA,NA,DOWN,196.656258,NA
TUBA1C,1.76E-118,-0.521498719,0.067,0.322,5.72E-114,5.34E-118,113.2425402,117.2725084,NA,NA,DOWN,113.2425402,NA
TUBB,1.41E-175,-0.924777741,0.468,0.802,4.59E-171,1.13E-174,170.3385687,173.9478784,NA,NA,DOWN,170.3385687,NA
TUBB2A,5.28E-98,-0.50813758,0.174,0.436,1.71E-93,1.10E-97,92.76582569,96.95923615,NA,NA,DOWN,92.76582569,NA
TUBB2B,1.74E-74,-0.720269464,0.445,0.66,5.64E-70,2.44E-74,69.24837895,73.61349294,NA,NA,DOWN,69.24837895,NA
TUBB3,7.03E-54,-0.283881482,0.215,0.421,2.28E-49,8.66E-54,48.64112849,53.06273243,NA,NA,NO,48.64112849,NA
TUBB4B,2.04E-72,-0.374669284,0.223,0.471,6.62E-68,2.80E-72,67.17882212,71.55232178,NA,NA,NO,67.17882212,NA
TXN,9.16E-189,-0.710324073,0.349,0.739,2.98E-184,9.52E-188,183.5262791,187.0212431,NA,NA,DOWN,183.5262791,NA
TXN2,1.14E-107,-0.343423914,0.152,0.436,3.71E-103,2.82E-107,102.4310674,106.5497787,NA,NA,NO,102.4310674,NA
TXNDC17,2.00E-146,-0.506724519,0.187,0.53,6.50E-142,9.75E-146,141.1871188,145.010978,NA,NA,DOWN,141.1871188,NA
TXNL1,7.04E-91,-0.296767959,0.21,0.497,2.29E-86,1.28E-90,85.64060193,89.89318147,NA,NA,NO,85.64060193,NA
TYMP,2.22E-28,-0.250815236,0.027,0.103,7.21E-24,2.46E-28,23.14217714,27.60932168,NA,NA,NO,23.14217714,NA
TYMS,6.15E-40,-0.26229855,0.044,0.153,2.00E-35,7.06E-40,34.69912292,39.15122669,NA,NA,NO,34.69912292,NA
TYROBP,4.25E-60,-1.554947006,0.053,0.196,1.38E-55,5.41E-60,54.85970314,59.26649837,NA,NA,DOWN,54.85970314,NA
UBA52,2.52E-298,-0.820635695,0.693,0.963,8.20E-294,1.18E-296,293.0862161,295.9292738,NA,NA,DOWN,293.0862161,NA
UBB,2.39E-199,-0.890239261,0.641,0.914,7.75E-195,2.84E-198,194.1106079,197.5468319,NA,NA,DOWN,194.1106079,NA
UBC,1.20E-156,-0.757761645,0.699,0.922,3.91E-152,7.25E-156,151.4082793,155.1395013,NA,NA,DOWN,151.4082793,NA
UBE2A,6.37E-101,-0.301700202,0.074,0.31,2.07E-96,1.39E-100,95.6840429,99.85817202,NA,NA,NO,95.6840429,NA
UBE2B,3.48E-83,-0.280647474,0.191,0.456,1.13E-78,5.50E-83,77.94675589,82.25943657,NA,NA,NO,77.94675589,NA
UBE2C,5.23E-26,-0.390946844,0.045,0.123,1.70E-21,5.76E-26,20.76989767,25.23926795,NA,NA,NO,20.76989767,NA
UBE2D2,1.84E-136,-0.454627694,0.197,0.536,5.98E-132,7.33E-136,131.2235067,135.1348505,NA,NA,NO,131.2235067,NA
UBE2D3,7.80E-138,-0.487622598,0.265,0.622,2.54E-133,3.18E-137,132.5958912,136.498113,NA,NA,NO,132.5958912,NA
UBE2E1,2.76E-146,-0.455996428,0.125,0.449,8.98E-142,1.34E-145,141.0466186,144.8717029,NA,NA,NO,141.0466186,NA
UBE2E3,7.73E-87,-0.302450655,0.159,0.416,2.51E-82,1.31E-86,81.6002007,85.8836568,NA,NA,NO,81.6002007,NA
UBE2L3,6.44E-163,-0.515611475,0.21,0.587,2.09E-158,4.24E-162,157.6790076,161.3721649,NA,NA,DOWN,157.6790076,NA
UBE2L6,1.29E-131,-0.436912693,0.071,0.347,4.19E-127,4.76E-131,126.3773779,130.3224797,NA,NA,NO,126.3773779,NA
UBE2N,3.19E-104,-0.326849502,0.19,0.491,1.04E-99,7.45E-104,98.98380761,103.1278953,NA,NA,NO,98.98380761,NA
UBE2S,5.79E-29,-0.34539098,0.18,0.312,1.88E-24,6.43E-29,23.72534369,28.19193001,NA,NA,NO,23.72534369,NA
UBE2T,1.71E-40,-0.331442731,0.049,0.159,5.57E-36,1.97E-40,35.253957,39.70548287,NA,NA,NO,35.253957,NA
UBE2V1,1.99E-129,-0.400979644,0.19,0.525,6.47E-125,7.08E-129,124.1891866,128.1497843,NA,NA,NO,124.1891866,NA
UBE2V2,4.73E-94,-0.328284294,0.195,0.479,1.54E-89,9.12E-94,88.81284837,93.04001232,NA,NA,NO,88.81284837,NA
UBL5,3.59E-230,-0.728128708,0.485,0.869,1.17E-225,6.45E-229,224.9334957,228.1906229,NA,NA,DOWN,224.9334957,NA
UBLCP1,5.96E-72,-1.146145907,0.113,0.302,1.94E-67,8.18E-72,66.71262015,71.08750182,NA,NA,DOWN,66.71262015,NA
UBXN4,4.52E-73,-0.269514242,0.348,0.65,1.47E-68,6.26E-73,67.83252308,72.2035936,NA,NA,NO,67.83252308,NA
UCHL1,2.57E-51,-0.351456093,0.236,0.436,8.35E-47,3.10E-51,46.07849842,50.50838658,NA,NA,NO,46.07849842,NA
UFC1,3.60E-88,-0.286456191,0.233,0.52,1.17E-83,6.22E-88,82.93167795,87.20653388,NA,NA,NO,82.93167795,NA
UFD1,7.68E-90,-0.272320534,0.088,0.317,2.50E-85,1.37E-89,84.60276063,88.86214387,NA,NA,NO,84.60276063,NA
UGP2,1.40E-109,-0.376562179,0.117,0.391,4.54E-105,3.56E-109,104.3428041,108.4482487,NA,NA,NO,104.3428041,NA
UPP1,3.70E-65,-0.313659829,0.023,0.168,1.20E-60,4.87E-65,59.91945222,64.31257288,NA,NA,NO,59.91945222,NA
UQCC2,1.66E-97,-0.378282276,0.154,0.42,5.41E-93,3.42E-97,92.26685002,96.46650194,NA,NA,NO,92.26685002,NA
UQCR10,1.44E-222,-0.700259098,0.404,0.82,4.68E-218,2.32E-221,217.3301581,220.6343978,NA,NA,DOWN,217.3301581,NA
UQCR11,2.88E-292,-0.958238727,0.486,0.86,9.38E-288,1.21E-290,287.028006,289.9156458,NA,NA,DOWN,287.028006,NA
UQCRB,2.49E-66,-0.278106618,0.56,0.868,8.08E-62,3.30E-66,61.09264697,65.48144626,NA,NA,NO,61.09264697,NA
UQCRC1,5.37E-84,-0.256009652,0.131,0.372,1.74E-79,8.60E-84,78.75837032,83.06544195,NA,NA,NO,78.75837032,NA
UQCRC2,1.35E-88,-0.281172737,0.152,0.41,4.38E-84,2.35E-88,83.35885633,87.62978592,NA,NA,NO,83.35885633,NA
UQCRFS1,4.53E-132,-0.505085903,0.207,0.531,1.47E-127,1.69E-131,126.8316971,130.773071,NA,NA,DOWN,126.8316971,NA
UQCRH,2.43E-118,-0.482012946,0.492,0.818,7.89E-114,7.34E-118,113.1028417,117.1343338,NA,NA,NO,113.1028417,NA
UQCRQ,1.12E-176,-0.641290579,0.495,0.84,3.63E-172,9.09E-176,171.4404701,175.0416619,NA,NA,DOWN,171.4404701,NA
UXT,1.51E-102,-0.370529608,0.236,0.546,4.92E-98,3.41E-102,97.30783497,101.4669197,NA,NA,NO,97.30783497,NA
VAMP3,1.05E-88,-0.283962533,0.044,0.244,3.40E-84,1.82E-88,83.46858573,87.73907686,NA,NA,NO,83.46858573,NA
VAMP5,4.82E-146,-0.715697999,0.036,0.31,1.57E-141,2.33E-145,140.8047543,144.6322785,NA,NA,DOWN,140.8047543,NA
VAMP8,3.60E-30,-0.449822653,0.083,0.179,1.17E-25,4.00E-30,24.93194136,29.39768901,NA,NA,NO,24.93194136,NA
VAPA,2.48E-153,-0.542188997,0.232,0.596,8.07E-149,1.38E-152,148.0930204,151.859238,NA,NA,DOWN,148.0930204,NA
VBP1,3.48E-146,-0.461745892,0.125,0.456,1.13E-141,1.68E-145,140.9471345,144.7734404,NA,NA,NO,140.9471345,NA
VDAC1,1.19E-226,-0.743690963,0.204,0.625,3.86E-222,2.03E-225,221.412954,224.6921313,NA,NA,DOWN,221.412954,NA
VDAC2,1.21E-150,-0.527308181,0.197,0.546,3.95E-146,6.45E-150,145.4036139,149.1903532,NA,NA,DOWN,145.4036139,NA
VDAC3,9.47E-118,-0.404218148,0.124,0.413,3.08E-113,2.85E-117,112.5118402,116.5448507,NA,NA,NO,112.5118402,NA
VIM,3.86E-227,-1.686124689,0.497,0.781,1.25E-222,6.66E-226,221.9018779,225.1767338,NA,NA,DOWN,221.9018779,NA
VKORC1,2.81E-141,-0.525938041,0.182,0.52,9.12E-137,1.22E-140,136.0398523,139.9134987,NA,NA,DOWN,136.0398523,NA
VOPP1,2.18E-55,-0.613087421,0.232,0.437,7.09E-51,2.70E-55,50.14940897,54.56821602,NA,NA,DOWN,50.14940897,NA
VPS28,2.43E-101,-0.347933618,0.246,0.557,7.89E-97,5.32E-101,96.10300478,100.2738354,NA,NA,NO,96.10300478,NA
